MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
345292,Franz Klaphauer,Franz Klaphauer,,,"Maler, 1622 in Köln nachgewiesen, wahrscheinlich Porträtmaler. Vermutlich Vater des Malers Johann Georg Klaphauer.",piz,male,+,
23990,Deutsch-Eylauer Mühlenwerke GmbH,Deutsch-Eylauer Mühlenwerke GmbH,,,1911 nachgewiesenes Mühlenunternehmen in Deutsch Eylau (Iława in der polnischen Woiwodschaft Ermland-Masuren im ehemaligen Westpreußen),kif,,+,
255935,Edwin Otway Herbert,Edwin Otway Herbert (1901-1984),1901,1984,"Lieutenant General Sir Edwin Otway Herbert, KBE, CB, DSO & Bar (19 November 1901 – 4 April 1984) was a senior British Army officer who served during the Second World War and achieved high command in the 1950s.",piz,male,+,
277319,Uhlig Präsente,Uhlig Präsente,,,Unternehmen in Nepperwitz für Werbemittel / Vereinsbedarf / Geschenkartikel,kif,,+,
311922,Andor Kletz,Andor Kletz,,,ungarischer Postbeamter 1928/29,piz,male,+,
5500,VEB Goldring Markkleeberg,VEB Goldring Markkleeberg,,,"Der VEB Goldring Markkleeberg wurde im November 1953 in das Handelsregister eingetragen. Vorerst dem Rat der Stadt Markkleeberg unterstellt, wechselte die Zuordnung 1954 zum Rat des Kreises Leipzig und 1962 zum Bezirkswirtschaftsrat Leipzig. Seit 1981 gehörte der Betrieb zum Kombinat Wohn- und Freizeitbedarf Leipzig. Das Unternehmen befasste sich hauptsächlich mit der Herstellung und Weiterverarbeitung von Thermoplaste. Dabei handelte es sich u. a. um Formteile, Verschlüsse, Küchenmaschinen, Elektrowärmegeräte und Medizintechnik. Der VEB Goldring wurde 1990 in eine GmbH umgewandelt. Im Dezember 1991 erfolgte die Auflösung der Gesellschaft.",kif,,+,
191006,Wilhelm Kraus,Wilhelm Kraus,,,um 1950 Küchenchef des Kneipp-Gesundheitshauses Wilhelmshöhe,piz,male,+,
221461,Bernd Ebbmeyer,Bernd Ebbmeyer (1944-),1944,,"Künstler, bis 2006 Gymnasiallehrer in Kirchzarten (geb. 1944 in Brandenburg)",piz,male,+,
260906,Hartmann Theodor Wild,Hartmann Theodor Wild,,,"Schreinermeister in Frankfurt am Main, belegt 1841-1866.
Quelle: Adressbuch Frankfurt am Main 1841-1866.",piz,male,+,
73245,Ti... Cl... Menekrates (Maionia),Ti... Cl... Menekrates (Maionia),,,"""Magistrat in Maionia/Lydien unter Nero (um 65 n. Chr.).
Lit.: W. Leschhorn, Lexikon der Aufschriften auf griechischen Münzen II (2009) 842 (Tiberius Claudius Menekrates); RPC I 490 f. Nr. 3011-3015."" - https://ikmk.smb.museum/ndp/person/10606, 18.09.2021",piz,male,+,
75380,Kamba Maiga,Kamba Maiga,,,"Kamba Maiga, geboren in der Nähe von Bandiagara, war ein Landarbeiter aus Mali, der während des Ersten Weltkriegs im Kriegsgefangenenlager Wünsdorf interniert war.",piz,male,+,
23150,Friedrich Walther (Markscheider),Friedrich Walther (Markscheider),,,1781 belegt als techn. Zeichner / Markscheider / Vermesser im Rotheweller und Trebwitzer Bergbaurevier,piz,male,+,
300635,Swissair Photo AG,Swissair Photo AG,,,"Die Swissair Photo AG wurde 1963 in Zürich gegründet und war auf Luftbildfotografie sowie kartografische Dienstleistungen spezialisiert. Das Unternehmen entstand aus den Luftbildaktivitäten der Swissair und belieferte Kunden aus Vermessung, Stadtplanung und Werbung. Nach der Insolvenz der Swissair 2001 wurde die Swissair Photo AG 2003 aufgelöst.",kif,,+,
17735,Berthold Huch (Firma),Berthold Huch (Firma),,,Firma in Halle/S. die Kaffeeröster herstellte oder vertrieb. Nachgewiesen für Zeit um 1870.,kif,,+,
127728,Peter Rietzkow,Peter Rietzkow,,,"Ökonom, nachgewiesen für 1784",piz,male,+,http://d-nb.info/gnd/1023587459
278286,Maurice Routier,Maurice Routier,,,"General Routier, französischer Stadtkommandant von Berlin, 1970-1973",piz,male,+,
69431,Druckerei Fritz Voglrieder,Druckerei Fritz Voglrieder,,,Druckerei von Fritz Voglrieder in München. Nachgewiesen für 1912.,kif,,+,
197786,Heinrich Breul,Heinrich Breul (1889-1941),1889,1941,Maler aus Deutschland.,piz,male,+,
