MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
186423,Volksschule Riol,Volksschule Riol,,,Volksschule in Riol bei Trier.,kiz,,+,
334468,Johann Heinrich Teiler,Johann Heinrich Teiler (1711-),1711,,"Deutscher Maler. Geboren in Lamspringe bei Hildesheim. 1733-43 in Hannover, danach in Göttingen tätig. Porträtmaler.",piz,male,+,https://d-nb.info/gnd/1260745120
269459,Philippe Hauchecorne,Philippe Hauchecorne (1907-1976),1907,1976,"Philippe Hauchecorne (*15.10.1907 in Le Havre, †1976), 1940 Kriegsgefangener im Stammlager IX A",piz,male,+,https://d-nb.info/gnd/174218605
249430,Dieter Franz Loos,Dieter Franz Loos,,,"Autor des Buches ""Im Fegefeuer der Nachkriegszeit"" (2023)",piz,male,+,
113962,Else Kamp Jensen,Else Kamp Jensen (1937-),1937,,"*1937 Fredericia (Dänemark) | 1970-1974 Studium an der Designskolen Kolding | 1974-1977 eigene Werkstatt in Kolding, seit 1977 in Solrød Strand bei Kopenhagen | 1977-1985 Mitarbeiterin bei Bing & Grøndahl in Kopenhagen | Gefäße aus Steinzeug und Porzellan, offene Ovalformen, aus Platten gebogen und montiert, mitunter mit umlaufendem Stempeldekor, außen unglasiert, mit Oxyden eingerieben",piz,female,+,
302048,Rosemarie Bahn,Rosemarie Bahn (1958-),1958,,Hobby-Künstlerin (Schwerpunkt Malerei/Zeichnen),piz,female,+,
9781,Ganzer (Schmetterlingssammler),Ganzer (Schmetterlingssammler),,,Nachgewiesen für 1920,piz,male,+,
268,H. C. Bestehorn (Firma),H. C. Bestehorn (Firma),,,Papierfabrik und Druckerei in Aschersleben,kif,,+,
342331,Heribert-Hubert Meyerbeer,Heribert-Hubert Meyerbeer,,,"Hufschmied in Lunz am See, 17. Jh.",piz,male,+,
13898,VEB Getriebewerk Ohorn,VEB Getriebewerk Ohorn,,,"VEB in Ohorn/Lausitz, Teil des VEB Kombinat Getriebe und Kupplungen",kif,,+,
338364,Polizeidirektion Kaiserslautern,Polizeidirektion Kaiserslautern,,,Leitende Polizeibehörde in Kaiserslautern,kio,,+,
25092,Bernt Wilke,Bernt Wilke (1943-),1943,,"Deutscher Maler
1963-1965 Studium an der Hochschule für industrielle Formgestaltung Halle, bei L. Zitzmann und H.H. Wagner
1965-1968 Studium an der Hochschule für Bildende Künste Dresden, bei P. Michaelis, Diplom
1968-1997 freischaffend in Halle/Saale und im Saalekreis tätig
1974-1976 Meisterschüler an der Akademie der Künste der DDR, Berlin, bei Karl-Erich Müller",piz,male,,http://d-nb.info/gnd/119321386
206167,Baden-Württemberg. Ministerium für Verkehr und Infrastruktur,Baden-Württemberg. Ministerium für Verkehr und Infrastruktur,,,seit 2016 Ministerium für Verkehr Baden-Württemberg,kio,,+,https://d-nb.info/gnd/16325430-8
