MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
193273,Gustav Hartner GmbH,Gustav Hartner GmbH,,,"""Die Geschichte der Hartner GmbH reicht zurück in das Jahr 1879. Damals gründet Ferdinand Rehfuß in Ebingen ein Unternehmen zur Herstellung von Präzisionswaagen und Gewichten. 1893 übernimmt Gustav Hartner diesen Betrieb, verleiht ihm seinen heutigen Namen und setzt die Waagen- und Gewicht-Fertigung fort.

1911 trifft Gustav Hartner eine richtungsweisende Entscheidung: Er erweitert das Produktprogramm der Firma Hartner um Spiralbohrer. Ab 1913 ist diese Programmerweiterung auch Bestandteil des Firmennamens: G. Hartner, Waagen- und Spiralbohrerfabrik. Die notwendigen Spezialmaschinen für die industrielle Fertigung der Bohrer stellt die eigene Maschinenbau-Abteilung her. ... "" - https://www.hartner.de/?page_id=412&lang=de",kif,,+,
237067,Frankfurter Schuhfabrik J. & C. A. Schneider,Frankfurter Schuhfabrik J. & C. A. Schneider,,,"""Die Ursprünge der Firma liegen in der Frankfurter Merianstraße, wo im Jahr 1908 die Brüder John und Carl August Schneider die „Frankfurter Spezialfabrik für Babyschuhe“ gründeten. ..."" - https://www2.klett.de/sixcms/media.php/229/DO01_3-12-430070_Kap07_online_4k27rz_frankf_schuhfabrik.pdf, 09.01.2026",kif,,+,
282060,Fotoatelier H. Schmorrde,Fotoatelier H. Schmorrde,,,"Fotoatelier in
- Herrnhut (H. Schmorrde), nachgewiesen 1970er-Jahre",kif,,+,
156266,W. Van Oordt & Co. Rotterdam,W. Van Oordt & Co. Rotterdam,,,"Zuckerfabrik in Rotterdam, 1734 gegründet.",kif,,+,
18536,Robert Kellpflug AG,Robert Kellpflug AG,,,Hersteller von Zahnpasta in Berlin. Nachgewiesen für 1920er Jahre.,kif,,+,
316566,B.O.E. Deko GmbH,B.O.E. Deko GmbH,,,"Handel, Herstellung und Beratung bzgl. textiler Innen- und Außengestaltung sowie Dekoration. Damit verbunden ist textile Verarbeitung sowie Beratung und Information über Gestaltungsmöglichkeiten.",kif,,,
340665,Fotoatelier Samberger und Barbaxetian,Fotoatelier Samberger und Barbaxetian,,,"Fotoatelier in
- Berlin W 30 (Schöneberg), der Maaßenstraße 2 (""Photographisches Atelier Samberger u. Barbaxetian"")

Quelle: https://digital.zlb.de/viewer/image/34115495_1942/6143/LOG_0441/ [Abruf: 16.12.2025]",kif,,+,
53506,Gustav W. Seitz (Verlag),Gustav W. Seitz (Verlag),,,Verlag in Wandsbeck. Nachgewiesen für Zeit um 1870.,kif,,+,
311336,Manfred Wolnin,Manfred Wolnin,,,Kunstsammler; 2006 Übergabe seiner Sammlung als Stiftung für die Stadt Hörde (Dortmund),piz,male,+,
137286,Jacob Marcus,Jacob Marcus,,,Drucker und Verleger in Leiden. Aktiv: 1607-1648.,piz,male,+,https://d-nb.info/gnd/1037536223
213887,Edith Zagefka,Edith Zagefka,,,"Deutsche Künstlerin, arbeitet am Künstlerhaus Lydda in Bielefeld-Bethel. Erste Ausstellung 1978 mit Keramiken. Große Gemeinschaftsausstellung zum 40jährigen Jubiläum des Künstlerhauses Lydda in der Kunsthalle Bielefeld.",piz,female,+,
2586,De Porceleyne Claeuw,De Porceleyne Claeuw,,,"Delfter Fayencemanufaktur, 1662-1850",kif,,+,
311475,Gerd Valerius,Gerd Valerius,,,Hat der Initiative Leidenschaft sehr viele Fotos (vor allem aus den Jahren 1996/97) und Fanartikel geschenkt.,piz,male,,
38441,G. Rudolf (Stahlstecher),G. Rudolf (Stahlstecher),,,"Stahlstecher, belegt ca. 1840/58",piz,male,+,http://d-nb.info/gnd/1053256388
335037,Gottfried Gerlach,Gottfried Gerlach,,,"Schwarz- und Schönfärber in der Reichstadt Ulm, 18. Jh.",piz,male,+,https://d-nb.info/gnd/1332361595
11319,Kunstverlag von Bischof & Klein,Kunstverlag von Bischof & Klein,,,"Unternehmenssparte der 1892 gegr. ""Papierfabrik und Prägeanstalt Bischof & Klein"", Lengerich i. Westf.",kif,,+,http://d-nb.info/gnd/4408830-9
21521,Futuro Atelier,Futuro Atelier,,,1991 belegtes Restaurierungsatelier von Virginia M. Raimundi und Maica Evers in der Berliner Adalbertstr. 79,kif,,+,
192947,V. Löbenberg,V. Löbenberg,,,Autorin eines Kochbuchs für Kriegs- und Notzeiten,piz,female,,
277152,Hugo Hübschmann,Hugo Hübschmann (1871-1950),1871,1950,"Maler, Zeichner, Graphiker, Karikaturist und Radierer (1871 Dresden bis 1950 Ainring bei Bad Reichenhall)",piz,male,+,
23234,Deutscher Verein für Gesundheitspflege,Deutscher Verein für Gesundheitspflege,,,"Der Deutsche Verein für Gesundheitspflege e.V. (DVG) wird 1899 als Trägerverein für alle geplanten Institutionen der Freikirche der Siebenten-Tags-Adventisten in Deutschland in Friedensau bei Magdeburg gegründet. In den ersten Jahren nach der Gründung entstehen ein Lebensmittelwerk (heute DE-VAU-GE-Gesundkostwerk), eine Seifenfabrik (besteht nicht mehr), die Friedensauer Anstalten (zu denen die Theologische Hochschule Friedensau gehört), das Sanatorium Friedensau (heute Krankenhaus-Waldfriede, Berlin-Zehlendorf) und ein Altenheim (heute Alten- und Pflegeheim Friedensau).",kif,,+,http://d-nb.info/gnd/4611714-3
