MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
219426,Johann Hinterseber,Johann Hinterseber (1867-1950),1867,1950,"Johann Hinterseber (1867–1950) war Fabrikant aus Hall in Tirol. Er führte seit dem Jahr 1885 -erst als Leiter und dann als Eigentümer- die in Konkurs geratenen Imster Papierfabrik.
Hier waren seit 1838 aus Lumpen und Holz verschiedene Papiersorten hergestellt worden. Hinterseber verkaufte den unrentablen Betrieb 1892 an den Schweizer Fabrikanten Jenny und wandte sich fortan neuen Aufgaben zu. Er erbaute sich die ""Hintersebervilla"" beim Bußkreuz sowie ein kleines Fabrikationsgebäude wo ""Koniferen-Präparate"" hergestellt, veredelt und verkauft wurden. 1897 hatte Hinterseber in einer Versuchsbrennerei in Brennbichl erste Erfahrungen mit der Wasserdampfdestillation von LLatschenkiefern gemacht. Diese scheinen Erfolg versprechend gewesen zu sein, denn schon 1898 wurde die Hauptproduktion auf den Fernpass verlegt, wo Touristen auf der ""viel begangenen und befahrenen Straße"" gleich seine Produkte kaufen konnten. Die großen Bestände an Latschen (auch Legföhren oder Krummholzkiefern genannt) an den Abhängen der Berge um Imst waren zuvor kaum genutzt worden, obwohl die Wirkung und der angenehme Duft des Öles schon lange geschätzt wurden. Hinterseber erzeugte das Öl für medizinische Anwendungen, zur Inhalation oder Einreibung, als Bade- und Seifenzusatz und für Hustenbonbons. Der Betrieb war sehr erfolgreich und bot bis zu 24 Arbeitern eine Anstellung. Die Produkte wurden durch Ärzte geprüft und mehrfach prämiert, und trotz zunehmender Konkurrenz hätte Hinterseber ein Vielfaches seiner
Produktion verkaufen können. In Imst war mittlerweile ein zweiter derartiger Betrieb entstanden: Seit den 1930er Jahren hatte Albert Nothdurfter in der ""Oberstädter Alpe"" eine Latschenölbrennerei
eingerichtet, wo er im Sommer ""Tiroler Hochgebirgs-Latschenkiefer-Öl"" (und die beliebten Latschenölzuckerln) herstellte. Im Jahr 1948 übernahm die Wiener Firma Josef Josef Wurth das Unternehmen Hintersebers am Fernpass. Sie verlegte die Produktion allerdings zwei Jahre später nach Wien. In der dortigen Fabrik werden noch heute verschiedenste Essenzen hergestellt. Die
Hintersebervilla wurde im Jahr 1953 von der Stadt Imst erworben, um da verschiedene Ämter und Schulen unterzubringen. Heute befinden sich an ihrer Stelle neue Schulgebäude, an den Industrie- und Schipionier Johann Hinterseber (er organisierte 1908 das wohl erste Schirennen in Imst) erinnert nur noch der Name ""Hinterseberweg“. (Quelle: ""Imster Latschenöl I: Die Koniferen-Präparate des Johann Hinterseber"", in: Stadtzeitung Imst (Ausgabe 2.2011), S. 26)",piz,male,+,
259243,Isidore Elisabeth Jean Baptiste de Alleye de Ciprey,Isidore Elisabeth Jean Baptiste de Alleye de Ciprey (1784-1858),1784,1858,"*12.09.1784 in Basse-Terre (Guadeloupe), +06.05.1858 ; französischer Gesandter in Frankfurt am Main, München und Mexiko. Reihenfolge der Vornamen variiert bei den Ansetzungen im Internet.",piz,male,+,https://d-nb.info/gnd/1192805569
44562,Heinrich Klose (Forschungsreisender),Heinrich Klose (Forschungsreisender) (1864-),1864,,"""Forschungsschwerpunkt: Togo (1894-1898)"" - gnd, 15.12.2020

""Heinrich Klose was a researcher from Berlin who, in 1894–98, spent nearly four years in Togo and took part in an expedition to its northern areas. Togo unter deutscher Flagge (Togo under the German flag) is his account of his stay and the expedition to the north."" - https://www.wdl.org/en/item/684/, 15.12.2020",piz,male,+,http://d-nb.info/gnd/1014971926
172667,Alwin Bergmann,Alwin Bergmann (1862-1938),1862,1938,"Alwin Bergmann stammte aus Ebersbach in Sachsen, besuchte das Lehrerseminar in Löbau und war Lehrer in Cotta (Dresden). Er wurde vor allem durch seine Sammlung von Exulantenbiografien bekannt.
https://www.briesnitzerameisen.de/chronik-der-ameisen/das-zschonergrundbuch/ (04.06.2021) 
https://www.archiv.sachsen.de/archiv/bestand.jsp?bestandid=12651&syg_id=142756&_ptabs=%7B%22%23tab-geschichte%22%3A1%7D#geschichte (04.06.2021)",piz,male,+,https://d-nb.info/gnd/102296559X
69283,Verlag Wust & Co.,Verlag Wust & Co.,,,Verlag in Düsseldorf.,kif,,+,
340526,Bauhof der Stadt Potsdam,Bauhof der Stadt Potsdam,,,Städtische Behörde für Bauarbeiten,kio,,+,
171811,Herbert Riedel,Herbert Riedel (1934-2021),1934,2021,"Gelernter Schlosser aus Zeitz. Seit den 1960er Jahren einer der wichtigsten DDR - Mühlenforscher. Mitglied des Arbeitskreises Mühlen in Sachsen-Anhalt, im Kulturbund der DDR. Zahlreiche Veröffentlichungen von Texten und Fotografie in Büchern und Zeitschriften, auf Ansichtskarten und Flyern, womit er in Ost und West, teilweise auch im Ausland, hohes Ansehen erwarb. 2005 wurde er für seine Verdienste mit dem Anneliese-Schücking-Preis der DGM ausgezeichnet.",piz,male,+,
53093,Nyakers Pepparkakor AB,Nyakers Pepparkakor AB,,,Schwedisches Keksunternehmen.,kif,,+,
277215,F. A. Höhnemann (Verlag),F. A. Höhnemann (Verlag),,,"Verlag in Dahme (Mark), gab Ansichtskarten heraus (nachgewiesen um 1900)",kif,,+,
272102,Félix Dujardin,Félix Dujardin (1801-1860),1801,1860,"Félix Dujardin (* 5. April 1801 in Tours; † 8. April 1860 in Rennes) war ein französischer Naturforscher, Geologe, Zoologe und Botaniker. Sein offizielles botanisches Autorenkürzel lautet „Dujard.“.",piz,male,+,
