MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
67201,Ludwig Wilhelm Tischer,Ludwig Wilhelm Tischer,,,"""Ludwig Wilhelm Tischer
1831 - 1866
Nachweiszeit: 1831 - 1866
beruflicher Titel, Amtsbezeichung, Dienstgrad: Stadtverordnetenvorsteher
Beruf: Jurist
Beruf: Advokat
- Studium der Rechtswissenschaften
- 1831 erster Nachweis in Dresden als Rechtsanwalt und Gerichtsdirektor
- 1837-1841 Amtszeit als Dresdner Stadtverordnetenvorsteher
- 1839/40 stellvertretender Abgeordneter der Stadt Dresden in der II. Kammer des sächsischen Landtages 
- bis 1865/66 als Rechtsanwalt in Dresden"" - http://sammlungsdatenbank-museen-dresden.de/de/entitySearch?artId=70367, 19.03.2019",piz,male,+,
237158,Töpferei Monika und Helmut Maurer,Töpferei Monika und Helmut Maurer,,,"Töpferei in Frankfurt am Main, 1991",kif,,+,
19476,E. Schwesig (Berlin),E. Schwesig (Berlin),,,Verlag oder Vertriebsgesellschaft in Berlin um 1946,kif,,+,
22976,Artur Felix Schulze,Artur Felix Schulze (1874-),1874,,"""Arthur Felix-Schulze (1874-?), Leipziger Maler, studierte an der dortigen Akad."" - https://lot-tissimo.com/de/i/4627612",piz,male,+,
19714,Heinz Sommermeier,Heinz Sommermeier (1925-),1925,,"Auch Schreibweise Sommermeyer in Literatur.
Geboren am 6. Juli 1925
Mutter: Anna Sommermeier.
Vater: Hermann Sommermeier.
Teilnahme am 2. Weltkrieg als Panzergrenadier (Feldpostnummer 17804E): Am 27. April 1944 in Bessarabien durch Granatsplitter verwundet und danach angeblich in russischer Gefangenschaft. Status: vermisst.)",piz,male,+,
277859,Anna Cifka,Anna Cifka (1931-2020),1931,2020,ungarische Architektin,piz,female,+,
21804,Werner Mühlbrecht,Werner Mühlbrecht (1930-),1930,,"Maler und Grafiker.
am 7. April 1930 in Berlin geboren.

Biografische Eckdaten:
Lehre in einem Architektenbüro
Tätigkeit in der Landwirtschaft.
1950 Bauarbeiter im Ruhrgebiet 
Studium der Malerei und Grafik an der HFBK Berlin
Meisterschüler bei Prof. Friedrich Stabenau",piz,male,+,
270231,Albrecht von Houwald,Albrecht von Houwald (1866-1958),1866,1958,"""Albrecht Otto Markus [Freiherr von Houwald] (* 10. Juni 1866 in Köslin; † 17. Januar 1958 in Neuhaus) Oberjustizrat, Regierungsrat, Mitglied des Heroldsamtes, Genealoge""
(https://de.wikipedia.org/wiki/Houwald 24.05.2024)

Begründer und Leiter der Buchungshauptstelle des deutschen Adels (GND 24.05.2024)",piz,male,+,https://d-nb.info/gnd/107788055
23572,H. Völker (Mühlenunternehmer),H. Völker (Mühlenunternehmer),,,Mühlenunternehmer in Frankenthal.,piz,,+,
258333,John Ditch,John Ditch,,,John Ditch diente als Flugzeugmechaniker im Transport Squadron VR-8 der US Navy. Von Oktober 1948 bis Juli 1949 beteiligte sich er mit seiner Einheit an der Berliner Luftbrücke und war auf dem Stützpunkt Rhein Main stationiert.,piz,male,+,
333349,Matthias Buchheister,Matthias Buchheister,,,"Maler und Lithograph, 19. Jh.",piz,male,,https://d-nb.info/gnd/1243923016
69214,FSN - Franz Schmidt Nürnberg,FSN - Franz Schmidt Nürnberg,,,Spielzeughersteller in Nürnberg.,kif,,+,
3719,"Jos. Schneider Optische Werke GmbH, Dresden","Jos. Schneider Optische Werke GmbH, Dresden",,,Niederlassung von Jos. Schneider in Dresden. Ehem. Pentacon,kif,,+,
71429,Werkstatt des Johann Georg Ziesenis,Werkstatt des Johann Georg Ziesenis,,,Angestellte des Johann Georg Ziesenis.,kif,,+,
270355,Stemmer,Stemmer,,,Deutscher Maler. Nachgewiesen 1799 in Stuttgart. Porträtmaler.,piz,male,-,
292915,United Cosmetics S.A.,United Cosmetics S.A.,,,"Unternehmen in Tilburg, Niederlande",kif,,+,
278534,Gulde-Druck GmbH,Gulde-Druck GmbH,,,Druckerei in Tübingen (nachgewiesen 1991),kif,,+,
17392,Robert Duldhardt,Robert Duldhardt (1900-),1900,,"Vermutlich geboren 1899/1900.
Sohn von Albert und Anna Duldhardt.
Bruder Karl Duldhardt.",piz,male,+,
18533,T. H. Friedrich (Firma),T. H. Friedrich (Firma),,,1812 gegr. Tabakunternehmen in Bockau/Erzg.,kif,,+,
235657,Gisela Wittemann,Gisela Wittemann (1958-),1958,,"Stadthistorikerin und ehemalige Museumsleiterin des Museums Viernheim, nachgewiesen 2013.",piz,female,+,https://d-nb.info/gnd/121061493
202599,Schallaburg Kulturbetriebsges.m.b.H.,Schallaburg Kulturbetriebsges.m.b.H.,,,"""Die Schallaburg befindet sich rund sechs Kilometer südlich von Melk in der Ortschaft Schallaburg der niederösterreichischen Gemeinde Schollach.

Die Burg wurde im 11. Jahrhundert errichtet. Ab 1540 erfolgte der das heutige Erscheinungsbild prägende Um- und Ausbau zu einem Renaissanceschloss. Seit 1974 dient das Schloss als Ausstellungszentrum des Landes Niederösterreich und gilt zusammen mit dem Stift Melk als eines der beliebtesten Ausflugsziele Niederösterreichs."" - (Wikipedia (de) 16.05.2022)

Die Schallaburg Kulturbetriebsges.m.b.H. ist unter folgender Adresse registriert:
""3382 Schallaburg 1
FN: 265522 z
UID: ATU61936944
T: + 43 (0)2754 / 6317- 0"" - https://www.schallaburg.at/de/impressum/impressum, 12.06.2022",kif,,+,
285419,Gutzi Willer,Gutzi Willer (1935-2023),1935,2023,"Sängerin und Schauspielerin, geboren in Zürich.",piz,female,+,https://d-nb.info/gnd/13457155X
269361,Bernd Schneider,Bernd Schneider (1970-),1970,,"Kostüm- und Bühnenbildner, unter anderem am Maxim-Gorki-Theater Berlin.

Quelle: https://www.gorki.de/de/ensemble/kostueme/bernd-schneider (Stand 10.05.2024)
GND: 1328931439",piz,male,+,
206603,Verlag E. Nister,Verlag E. Nister,,,"Vollständiger Name des Verlages ist E. Nister Nürnberg, Kunstanstalt für graphische Reproduktionen jeder Art. Sitz des Unternehmens war in der Laufertormauer 8 in Nürnberg. ""Ernst Nister (geboren 1842 in Oberklingen, Hessen) hatte sich als Kaufmann frühzeitig in Holland, Belgien, Frankreich, Österreich, England und Amerika in verschiendenen Geschäftszweigen ausgebildet. Aus Amerika kommt er 1877 nach Nürnberg und übernimmt hier eine kleine chromolithographische Anstalt.""(http://www.albert-gieseler.de/dampf_de/firmen4/firmadet48813.shtml) 
Die Kunstanstalt war eine ""chemigraphische, chromographische und chromolithographische Anstalt; auch Herstellung von Reproduktionen, Druckplatten und keramischen Abziehbildern für Porzellan und Buchbinderei. - 1899: Die Firma pflegt alle Zweige der graphischen Kunst, ferner die Herstellung ganzer Werke. Eine große Anzahl der Arbeitsmaschinen wird durch Elektromotoren betrieben, von denen 18 vorhanden sind; Kraftanlage: 2 Dampfkessel zusammen h= 400 qm, 2 Dampfmaschinen, 2 Dynamomaschinen für Licht- und Kraftübertragung, 1 Dynamo (4 PS) für die Akkumulatorenanlage."" Die Quellenangabe stammt aus dem Reichs-Adreßbuch (1900) 477] [VDI (1899) 1120] [Maschinenbau-AG, Nürnberg: Lieferbuch Dampfmaschinen (http://www.albert-gieseler.de/dampf_de/firmen4/firmadet48813.shtml)",kif,,+,
49897,Ernst Langenmayr,Ernst Langenmayr,,,"Radierer, tätig um 1815. - http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=876943, 14.09.2018",piz,male,+,
185639,Kommunalverband Lothringen,Kommunalverband Lothringen,,,Kommunalverband Lothringens unter deutscher Zugehörigkeit.,kio,,+,
327587,C. Elster (Berlin),C. Elster (Berlin),,,Hersteller von Gasverbrauchsmessgeräten in Berlin (nachgewiesen 1911),kif,,+,
69982,Oberlausitzer Webschule Großschönau,Oberlausitzer Webschule Großschönau,,,Webschule in Großschönau (Sachsen),kif,,+,
262129,H. Richter's Verlag Fürstenwalde/Spree,H. Richter's Verlag Fürstenwalde/Spree,,,Als Verleger von Ansichtskarten um 1900 belegt,kif,,+,
20795,Carl Schön,Carl Schön (1868-),1868,,"auch Karl Schön, deutscher Maler",piz,male,,
33403,Franz Xaver Mußotter,Franz Xaver Mußotter (1866-1947),1866,1947,"""seit 1900 als Oberamtsbaumeister in Riedlingen tätig; 1917 im Krieg nach Rumänien gelangt, wo er bis 1918 blieb; malte Kreidezeichnungen und Aquarelle"" - gnd, 27.12.2020",piz,male,+,http://d-nb.info/gnd/1190059207
299849,Altmann,Altmann,,,Nachgewiesen 1971,p,,,
227970,Balthasar Christoph Wust (der Jüngere),Balthasar Christoph Wust (der Jüngere),,,Der Sohn des Frankfurter Druckers Balthasar Christoph Wust (1630-1704). Er war ab 1682 eigenständig als Drucker tätig.,piz,male,+,
187112,Johann Friedrich Jakobi (Firma),Johann Friedrich Jakobi (Firma),,,Eisengießerei in Hennef / Sieg. Nachgewiesen für Zeit um 1900.,kif,,+,
